3 3
points[25][25] = 
-0.130526 0.991445 0.916667
-0.258819 0.965926 0.916667
-0.382683 0.923880 0.916667
-0.500000 0.866025 0.916667
-0.608761 0.793353 0.916667
-0.707107 0.707107 0.916667
-0.793353 0.608761 0.916667
-0.866025 0.500000 0.916667
-0.923880 0.382683 0.916667
-0.965926 0.258819 0.916667
-0.991445 0.130526 0.916667
-1.000000 0.000000 0.916667
1.000000 0.000000 0.958333
0.991445 0.130526 0.958333
0.965926 0.258819 0.958333
0.923880 0.382683 0.958333
0.866025 0.500000 0.958333
0.793353 0.608761 0.958333
0.707107 0.707107 0.958333
0.608761 0.793353 0.958333
0.500000 0.866025 0.958333
0.382683 0.923880 0.958333
0.258819 0.965926 0.958333
0.130526 0.991445 0.958333
0.000000 1.000000 0.958333
-0.130526 0.991445 0.958333
-0.258819 0.965926 0.958333
-0.382683 0.923880 0.958333
-0.500000 0.866025 0.958333
-0.608761 0.793353 0.958333
-0.707107 0.707107 0.958333
-0.793353 0.608761 0.958333
-0.866025 0.500000 0.958333
-0.923880 0.382683 0.958333
-0.965926 0.258819 0.958333
-0.991445 0.130526 0.958333
-1.000000 0.000000 0.958333
1.000000 0.000000 1.000000
0.991445 0.130526 1.000000
0.965926 0.258819 1.000000
0.923880 0.382683 1.000000
0.866025 0.500000 1.000000
0.793353 0.608761 1.000000
0.707107 0.707107 1.000000
0.608761 0.793353 1.000000
0.500000 0.866025 1.000000
0.382683 0.923880 1.000000
0.258819 0.965926 1.000000
0.130526 0.991445 1.000000
0.000000 1.000000 1.000000
-0.130526 0.991445 1.000000
-0.258819 0.965926 1.000000
-0.382683 0.923880 1.000000
-0.500000 0.866025 1.000000
-0.608761 0.793353 1.000000
-0.707107 0.707107 1.000000
-0.793353 0.608761 1.000000
-0.866025 0.500000 1.000000
-0.923880 0.382683 1.000000
-0.965926 0.258819 1.000000
-0.991445 0.130526 1.000000
-1.000000 0.000000 1.000000
