0.000000 -0.666667 0.044187 1.0
0.000000 -0.500000 0.164437 1.0
0.000000 -0.333333 0.534875 1.0
0.000000 -0.166667 0.713281 1.0
0.000000 0.000000 0.099406 1.0
0.000000 0.166667 0.410438 1.0
0.000000 0.333333 0.791969 1.0
0.000000 0.500000 0.250688 1.0
0.000000 0.666667 0.351031 1.0
0.000000 0.833333 0.235500 1.0
0.166667 -1.000000 0.305000 1.0
0.166667 -0.833333 0.311844 1.0
0.166667 -0.666667 0.908469 1.0
0.166667 -0.500000 0.037531 1.0
0.166667 -0.333333 0.666750 1.0
0.166667 -0.166667 0.408156 1.0
0.166667 0.000000 0.692500 1.0
0.166667 0.166667 0.750156 1.0
0.166667 0.333333 0.960281 1.0
0.166667 0.500000 0.238875 1.0
0.166667 0.666667 0.858594 1.0
0.166667 0.833333 0.990406 1.0
0.333333 -1.000000 0.797312 1.0
0.333333 -0.833333 0.441844 1.0
0.333333 -0.666667 0.690250 1.0
0.333333 -0.500000 0.828781 1.0
0.333333 -0.333333 0.162562 1.0
0.333333 -0.166667 0.286594 1.0
0.333333 0.000000 0.138563 1.0
0.333333 0.166667 0.884906 1.0
0.333333 0.333333 0.768188 1.0
0.333333 0.500000 0.212969 1.0
0.333333 0.666667 0.143313 1.0
0.333333 0.833333 0.301656 1.0
0.500000 -1.000000 0.822063 1.0
0.500000 -0.833333 0.224188 1.0
0.500000 -0.666667 0.576594 1.0
0.500000 -0.500000 0.732750 1.0
0.500000 -0.333333 0.202281 1.0
0.500000 -0.166667 1.013562 1.0
0.500000 0.000000 0.256031 1.0
0.500000 0.166667 0.440937 1.0
0.500000 0.333333 0.773375 1.0
0.500000 0.500000 0.881563 1.0
0.500000 0.666667 0.916250 1.0
0.500000 0.833333 1.001531 1.0
0.666667 -1.000000 0.404875 1.0
0.666667 -0.833333 0.442563 1.0
0.666667 -0.666667 0.130188 1.0
0.666667 -0.500000 0.468656 1.0
0.666667 -0.333333 0.243531 1.0
0.666667 -0.166667 1.009688 1.0
0.666667 0.000000 0.668469 1.0
0.666667 0.166667 0.618719 1.0
0.666667 0.333333 0.247688 1.0
0.666667 0.500000 0.465781 1.0
0.666667 0.666667 0.808906 1.0
0.666667 0.833333 0.080687 1.0
0.833333 -1.000000 0.487812 1.0
0.833333 -0.833333 0.156250 1.0
0.833333 -0.666667 0.251625 1.0
0.833333 -0.500000 0.967656 1.0
0.833333 -0.333333 0.628750 1.0
0.833333 -0.166667 1.011875 1.0
0.833333 0.000000 0.488719 1.0
0.833333 0.166667 0.818875 1.0
0.833333 0.333333 0.762031 1.0
0.833333 0.500000 0.389844 1.0
0.833333 0.666667 0.491406 1.0
0.833333 0.833333 0.539531 1.0
