# Thought I would celebrate finishing this thing.
# CAGD CS668 - Bezier tensor product surface lab
# by Greg Heflin - March 3rd 1991
# Toast!
4 4
points[20][20] =
-0.609553 -0.662152 0.640000
-0.361526 -0.824196 0.640000
-0.074321 -0.896926 0.640000
0.220937 -0.872460 0.640000
0.492253 -0.753450 0.640000
0.710226 -0.552791 0.640000
0.851236 -0.292230 0.640000
0.900000 0.000000 0.640000
0.900000 0.000000 0.550000
0.851236 0.292230 0.550000
0.710226 0.552791 0.550000
0.492253 0.753450 0.550000
0.220937 0.872460 0.550000
-0.074321 0.896926 0.550000
-0.361526 0.824196 0.550000
-0.609553 0.662152 0.550000
-0.791526 0.428353 0.550000
-0.887725 0.148135 0.550000
-0.887725 -0.148135 0.550000
-0.791526 -0.428353 0.550000
-0.609553 -0.662152 0.550000
-0.361526 -0.824196 0.550000
-0.074321 -0.896926 0.550000
0.220937 -0.872460 0.550000
0.492253 -0.753450 0.550000
0.710226 -0.552791 0.550000
0.851236 -0.292230 0.550000
0.900000 0.000000 0.550000
0.900000 0.000000 0.460000
0.851236 0.292230 0.460000
0.710226 0.552791 0.460000
0.492253 0.753450 0.460000
0.220937 0.872460 0.460000
-0.074321 0.896926 0.460000
-0.361526 0.824196 0.460000
-0.609553 0.662152 0.460000
-0.791526 0.428353 0.460000
-0.887725 0.148135 0.460000
-0.887725 -0.148135 0.460000
-0.791526 -0.428353 0.460000
-0.609553 -0.662152 0.460000
-0.361526 -0.824196 0.460000
-0.074321 -0.896926 0.460000
0.220937 -0.872460 0.460000
0.492253 -0.753450 0.460000
0.710226 -0.552791 0.460000
0.851236 -0.292230 0.460000
0.900000 0.000000 0.460000
0.900000 0.000000 0.370000
0.851236 0.292230 0.370000
0.710226 0.552791 0.370000
0.492253 0.753450 0.370000
0.220937 0.872460 0.370000
-0.074321 0.896926 0.370000
-0.361526 0.824196 0.370000
-0.609553 0.662152 0.370000
-0.791526 0.428353 0.370000
-0.887725 0.148135 0.370000
-0.887725 -0.148135 0.370000
-0.791526 -0.428353 0.370000
-0.609553 -0.662152 0.370000
-0.361526 -0.824196 0.370000
-0.074321 -0.896926 0.370000
0.220937 -0.872460 0.370000
0.492253 -0.753450 0.370000
0.710226 -0.552791 0.370000
0.851236 -0.292230 0.370000
0.900000 0.000000 0.370000
0.900000 0.000000 0.280000
0.851236 0.292230 0.280000
0.710226 0.552791 0.280000
0.492253 0.753450 0.280000
0.220937 0.872460 0.280000
-0.074321 0.896926 0.280000
-0.361526 0.824196 0.280000
-0.609553 0.662152 0.280000
-0.791526 0.428353 0.280000
-0.887725 0.148135 0.280000
-0.887725 -0.148135 0.280000
-0.791526 -0.428353 0.280000
-0.609553 -0.662152 0.280000
-0.361526 -0.824196 0.280000
-0.074321 -0.896926 0.280000
0.220937 -0.872460 0.280000
0.492253 -0.753450 0.280000
0.710226 -0.552791 0.280000
0.851236 -0.292230 0.280000
0.900000 0.000000 0.280000
0.280000 0.000000 0.280000
0.264829 0.090916 0.280000
0.220959 0.171980 0.280000
0.153145 0.234407 0.280000
0.068736 0.271432 0.280000
-0.023122 0.279044 0.280000
-0.112475 0.256417 0.280000
-0.189639 0.206003 0.280000
-0.246253 0.133265 0.280000
-0.276181 0.046086 0.280000
-0.276181 -0.046086 0.280000
-0.246253 -0.133265 0.280000
-0.189639 -0.206003 0.280000
-0.112475 -0.256417 0.280000
-0.023122 -0.279044 0.280000
0.068736 -0.271432 0.280000
0.153145 -0.234407 0.280000
0.220959 -0.171980 0.280000
0.264829 -0.090916 0.280000
0.280000 0.000000 0.280000
0.240000 0.000000 0.130000
0.226996 0.077928 0.130000
0.189394 0.147411 0.130000
0.131268 0.200920 0.130000
0.058917 0.232656 0.130000
-0.019819 0.239180 0.130000
-0.096407 0.219786 0.130000
-0.162548 0.176574 0.130000
-0.211074 0.114227 0.130000
-0.236727 0.039503 0.130000
-0.236727 -0.039503 0.130000
-0.211074 -0.114227 0.130000
-0.162548 -0.176574 0.130000
-0.096407 -0.219786 0.130000
-0.019819 -0.239180 0.130000
0.058917 -0.232656 0.130000
0.131268 -0.200920 0.130000
0.189394 -0.147411 0.130000
0.226996 -0.077928 0.130000
0.240000 0.000000 0.130000
0.200000 0.000000 -0.020000
0.189163 0.064940 -0.020000
0.157828 0.122843 -0.020000
0.109390 0.167433 -0.020000
0.049097 0.193880 -0.020000
-0.016516 0.199317 -0.020000
-0.080339 0.183155 -0.020000
-0.135456 0.147145 -0.020000
-0.175895 0.095189 -0.020000
-0.197272 0.032919 -0.020000
-0.197272 -0.032919 -0.020000
-0.175895 -0.095189 -0.020000
-0.135456 -0.147145 -0.020000
-0.080339 -0.183155 -0.020000
-0.016516 -0.199317 -0.020000
0.049097 -0.193880 -0.020000
0.109390 -0.167433 -0.020000
0.157828 -0.122843 -0.020000
0.189163 -0.064940 -0.020000
0.200000 0.000000 -0.020000
0.160000 0.000000 -0.170000
0.151331 0.051952 -0.170000
0.126262 0.098274 -0.170000
0.087512 0.133947 -0.170000
0.039278 0.155104 -0.170000
-0.013213 0.159454 -0.170000
-0.064271 0.146524 -0.170000
-0.108365 0.117716 -0.170000
-0.140716 0.076152 -0.170000
-0.157818 0.026335 -0.170000
-0.157818 -0.026335 -0.170000
-0.140716 -0.076152 -0.170000
-0.108365 -0.117716 -0.170000
-0.064271 -0.146524 -0.170000
-0.013213 -0.159454 -0.170000
0.039278 -0.155104 -0.170000
0.087512 -0.133947 -0.170000
0.126262 -0.098274 -0.170000
0.151331 -0.051952 -0.170000
0.160000 0.000000 -0.170000
0.120000 0.000000 -0.320000
0.113498 0.038964 -0.320000
0.094697 0.073706 -0.320000
0.065634 0.100460 -0.320000
0.029458 0.116328 -0.320000
-0.009910 0.119590 -0.320000
-0.048203 0.109893 -0.320000
-0.081274 0.088287 -0.320000
-0.105537 0.057114 -0.320000
-0.118363 0.019751 -0.320000
-0.118363 -0.019751 -0.320000
-0.105537 -0.057114 -0.320000
-0.081274 -0.088287 -0.320000
-0.048203 -0.109893 -0.320000
-0.009910 -0.119590 -0.320000
0.029458 -0.116328 -0.320000
0.065634 -0.100460 -0.320000
0.094697 -0.073706 -0.320000
0.113498 -0.038964 -0.320000
0.120000 0.000000 -0.320000
0.080000 0.000000 -0.470000
0.075665 0.025976 -0.470000
0.063131 0.049137 -0.470000
0.043756 0.066973 -0.470000
0.019639 0.077552 -0.470000
-0.006606 0.079727 -0.470000
-0.032136 0.073262 -0.470000
-0.054183 0.058858 -0.470000
-0.070358 0.038076 -0.470000
-0.078909 0.013168 -0.470000
-0.078909 -0.013168 -0.470000
-0.070358 -0.038076 -0.470000
-0.054183 -0.058858 -0.470000
-0.032136 -0.073262 -0.470000
-0.006606 -0.079727 -0.470000
0.019639 -0.077552 -0.470000
0.043756 -0.066973 -0.470000
0.063131 -0.049137 -0.470000
0.075665 -0.025976 -0.470000
0.080000 0.000000 -0.470000
0.040000 0.000000 -0.620000
0.037833 0.012988 -0.620000
0.031566 0.024569 -0.620000
0.021878 0.033487 -0.620000
0.009819 0.038776 -0.620000
-0.003303 0.039863 -0.620000
-0.016068 0.036631 -0.620000
-0.027091 0.029429 -0.620000
-0.035179 0.019038 -0.620000
-0.039454 0.006584 -0.620000
-0.039454 -0.006584 -0.620000
-0.035179 -0.019038 -0.620000
-0.027091 -0.029429 -0.620000
-0.016068 -0.036631 -0.620000
-0.003303 -0.039863 -0.620000
0.009819 -0.038776 -0.620000
0.021878 -0.033487 -0.620000
0.031566 -0.024569 -0.620000
0.037833 -0.012988 -0.620000
0.040000 0.000000 -0.620000
0.000000 0.000000 -0.770000
0.000000 0.000000 -0.770000
0.000000 0.000000 -0.770000
0.000000 0.000000 -0.770000
0.000000 0.000000 -0.770000
0.000000 0.000000 -0.770000
0.000000 0.000000 -0.770000
0.000000 0.000000 -0.770000
0.000000 0.000000 -0.770000
0.000000 0.000000 -0.770000
0.000000 0.000000 -0.770000
0.000000 0.000000 -0.770000
0.000000 0.000000 -0.770000
0.000000 0.000000 -0.770000
0.000000 0.000000 -0.770000
0.000000 0.000000 -0.770000
0.000000 0.000000 -0.770000
0.000000 0.000000 -0.770000
0.000000 0.000000 -0.770000
0.000000 0.000000 -0.770000
-0.040000 0.000000 -0.920000
-0.037833 -0.012988 -0.920000
-0.031566 -0.024569 -0.920000
-0.021878 -0.033487 -0.920000
-0.009819 -0.038776 -0.920000
0.003303 -0.039863 -0.920000
0.016068 -0.036631 -0.920000
0.027091 -0.029429 -0.920000
0.035179 -0.019038 -0.920000
0.039454 -0.006584 -0.920000
0.039454 0.006584 -0.920000
0.035179 0.019038 -0.920000
0.027091 0.029429 -0.920000
0.016068 0.036631 -0.920000
0.003303 0.039863 -0.920000
-0.009819 0.038776 -0.920000
-0.021878 0.033487 -0.920000
-0.031566 0.024569 -0.920000
-0.037833 0.012988 -0.920000
-0.040000 0.000000 -0.920000
0.700000 0.000000 -0.920000
0.662072 0.227290 -0.920000
0.552398 0.429949 -0.920000
0.382864 0.586017 -0.920000
0.171840 0.678580 -0.920000
-0.057806 0.697609 -0.920000
-0.281187 0.641041 -0.920000
-0.474097 0.515007 -0.920000
-0.615632 0.333163 -0.920000
-0.690453 0.115216 -0.920000
-0.690453 -0.115216 -0.920000
-0.615632 -0.333163 -0.920000
-0.474097 -0.515007 -0.920000
-0.281187 -0.641041 -0.920000
-0.057806 -0.697609 -0.920000
0.171840 -0.678580 -0.920000
0.382864 -0.586017 -0.920000
0.552398 -0.429949 -0.920000
0.662072 -0.227290 -0.920000
0.700000 0.000000 -0.920000
0.740000 0.000000 -0.924000
0.699905 0.240278 -0.924000
0.583964 0.454517 -0.924000
0.404742 0.619503 -0.924000
0.181659 0.717356 -0.924000
-0.061109 0.737473 -0.924000
-0.297255 0.677672 -0.924000
-0.501188 0.544436 -0.924000
-0.650811 0.352201 -0.924000
-0.729907 0.121800 -0.924000
-0.729907 -0.121800 -0.924000
-0.650811 -0.352201 -0.924000
-0.501188 -0.544436 -0.924000
-0.297255 -0.677672 -0.924000
-0.061109 -0.737473 -0.924000
0.181659 -0.717356 -0.924000
0.404742 -0.619503 -0.924000
0.583964 -0.454517 -0.924000
0.699905 -0.240278 -0.924000
0.740000 0.000000 -0.924000
0.780000 0.000000 -0.928000
0.737737 0.253266 -0.928000
0.615530 0.479086 -0.928000
0.426620 0.652990 -0.928000
0.191479 0.756132 -0.928000
-0.064412 0.777336 -0.928000
-0.313322 0.714303 -0.928000
-0.528280 0.573865 -0.928000
-0.685990 0.371239 -0.928000
-0.769362 0.128384 -0.928000
-0.769362 -0.128384 -0.928000
-0.685990 -0.371239 -0.928000
-0.528280 -0.573865 -0.928000
-0.313322 -0.714303 -0.928000
-0.064412 -0.777336 -0.928000
0.191479 -0.756132 -0.928000
0.426620 -0.652990 -0.928000
0.615530 -0.479086 -0.928000
0.737737 -0.253266 -0.928000
0.780000 0.000000 -0.928000
0.820000 0.000000 -0.932000
0.775570 0.266254 -0.932000
0.647095 0.503654 -0.932000
0.448497 0.686477 -0.932000
0.201298 0.794908 -0.932000
-0.067715 0.817199 -0.932000
-0.329390 0.750934 -0.932000
-0.555371 0.603294 -0.932000
-0.721168 0.390277 -0.932000
-0.808816 0.134968 -0.932000
-0.808816 -0.134968 -0.932000
-0.721168 -0.390277 -0.932000
-0.555371 -0.603294 -0.932000
-0.329390 -0.750934 -0.932000
-0.067715 -0.817199 -0.932000
0.201298 -0.794908 -0.932000
0.448497 -0.686477 -0.932000
0.647095 -0.503654 -0.932000
0.775570 -0.266254 -0.932000
0.820000 0.000000 -0.932000
0.860000 0.000000 -0.936000
0.813403 0.279242 -0.936000
0.678661 0.528223 -0.936000
0.470375 0.719963 -0.936000
0.211118 0.833684 -0.936000
-0.071018 0.857063 -0.936000
-0.345458 0.787565 -0.936000
-0.582462 0.632723 -0.936000
-0.756347 0.409315 -0.936000
-0.848271 0.141551 -0.936000
-0.848271 -0.141551 -0.936000
-0.756347 -0.409315 -0.936000
-0.582462 -0.632723 -0.936000
-0.345458 -0.787565 -0.936000
-0.071018 -0.857063 -0.936000
0.211118 -0.833684 -0.936000
0.470375 -0.719963 -0.936000
0.678661 -0.528223 -0.936000
0.813403 -0.279242 -0.936000
0.860000 0.000000 -0.936000
