3 3
points[25][25] = 
-0.032352 -0.120741 0.250000
0.000000 -0.125000 0.250000
0.032352 -0.120741 0.250000
0.062500 -0.108253 0.250000
0.088388 -0.088388 0.250000
0.108253 -0.062500 0.250000
0.120741 -0.032352 0.250000
0.125000 0.000000 0.250000
0.166667 0.000000 0.333333
0.160988 0.043137 0.333333
0.144338 0.083333 0.333333
0.117851 0.117851 0.333333
0.083333 0.144338 0.333333
0.043137 0.160988 0.333333
0.000000 0.166667 0.333333
-0.043137 0.160988 0.333333
-0.083333 0.144338 0.333333
-0.117851 0.117851 0.333333
-0.144338 0.083333 0.333333
-0.160988 0.043137 0.333333
-0.166667 0.000000 0.333333
-0.160988 -0.043137 0.333333
-0.144338 -0.083333 0.333333
-0.117851 -0.117851 0.333333
-0.083333 -0.144338 0.333333
-0.043137 -0.160988 0.333333
0.000000 -0.166667 0.333333
0.043137 -0.160988 0.333333
0.083333 -0.144338 0.333333
0.117851 -0.117851 0.333333
0.144338 -0.083333 0.333333
0.160988 -0.043137 0.333333
0.166667 0.000000 0.333333
0.208333 0.000000 0.416667
0.201235 0.053921 0.416667
0.180422 0.104167 0.416667
0.147314 0.147314 0.416667
0.104167 0.180422 0.416667
0.053921 0.201235 0.416667
0.000000 0.208333 0.416667
-0.053921 0.201235 0.416667
-0.104167 0.180422 0.416667
-0.147314 0.147314 0.416667
-0.180422 0.104167 0.416667
-0.201235 0.053921 0.416667
-0.208333 0.000000 0.416667
-0.201235 -0.053921 0.416667
-0.180422 -0.104167 0.416667
-0.147314 -0.147314 0.416667
-0.104167 -0.180422 0.416667
-0.053921 -0.201235 0.416667
0.000000 -0.208333 0.416667
0.053921 -0.201235 0.416667
0.104167 -0.180422 0.416667
0.147314 -0.147314 0.416667
0.180422 -0.104167 0.416667
0.201235 -0.053921 0.416667
0.208333 0.000000 0.416667
0.250000 0.000000 0.500000
0.241481 0.064705 0.500000
0.216506 0.125000 0.500000
0.176777 0.176777 0.500000
0.125000 0.216506 0.500000
0.064705 0.241481 0.500000
0.000000 0.250000 0.500000
-0.064705 0.241481 0.500000
-0.125000 0.216506 0.500000
-0.176777 0.176777 0.500000
-0.216506 0.125000 0.500000
-0.241481 0.064705 0.500000
-0.250000 0.000000 0.500000
-0.241481 -0.064705 0.500000
-0.216506 -0.125000 0.500000
-0.176777 -0.176777 0.500000
-0.125000 -0.216506 0.500000
-0.064705 -0.241481 0.500000
0.000000 -0.250000 0.500000
0.064705 -0.241481 0.500000
0.125000 -0.216506 0.500000
0.176777 -0.176777 0.500000
0.216506 -0.125000 0.500000
0.241481 -0.064705 0.500000
0.250000 0.000000 0.500000
0.291667 0.000000 0.583333
0.281728 0.075489 0.583333
0.252591 0.145833 0.583333
0.206239 0.206239 0.583333
0.145833 0.252591 0.583333
0.075489 0.281728 0.583333
0.000000 0.291667 0.583333
-0.075489 0.281728 0.583333
-0.145833 0.252591 0.583333
-0.206239 0.206239 0.583333
-0.252591 0.145833 0.583333
-0.281728 0.075489 0.583333
-0.291667 0.000000 0.583333
-0.281728 -0.075489 0.583333
-0.252591 -0.145833 0.583333
-0.206239 -0.206239 0.583333
-0.145833 -0.252591 0.583333
-0.075489 -0.281728 0.583333
0.000000 -0.291667 0.583333
0.075489 -0.281728 0.583333
0.145833 -0.252591 0.583333
0.206239 -0.206239 0.583333
0.252591 -0.145833 0.583333
0.281728 -0.075489 0.583333
0.291667 0.000000 0.583333
0.333333 0.000000 0.666667
0.321975 0.086273 0.666667
0.288675 0.166667 0.666667
0.235702 0.235702 0.666667
0.166667 0.288675 0.666667
0.086273 0.321975 0.666667
0.000000 0.333333 0.666667
-0.086273 0.321975 0.666667
-0.166667 0.288675 0.666667
-0.235702 0.235702 0.666667
-0.288675 0.166667 0.666667
-0.321975 0.086273 0.666667
-0.333333 0.000000 0.666667
-0.321975 -0.086273 0.666667
-0.288675 -0.166667 0.666667
-0.235702 -0.235702 0.666667
-0.166667 -0.288675 0.666667
-0.086273 -0.321975 0.666667
0.000000 -0.333333 0.666667
0.086273 -0.321975 0.666667
0.166667 -0.288675 0.666667
0.235702 -0.235702 0.666667
0.288675 -0.166667 0.666667
0.321975 -0.086273 0.666667
0.333333 0.000000 0.666667
0.375000 0.000000 0.750000
0.362222 0.097057 0.750000
0.324760 0.187500 0.750000
0.265165 0.265165 0.750000
0.187500 0.324760 0.750000
0.097057 0.362222 0.750000
0.000000 0.375000 0.750000
-0.097057 0.362222 0.750000
-0.187500 0.324760 0.750000
-0.265165 0.265165 0.750000
-0.324760 0.187500 0.750000
-0.362222 0.097057 0.750000
-0.375000 0.000000 0.750000
-0.362222 -0.097057 0.750000
-0.324760 -0.187500 0.750000
-0.265165 -0.265165 0.750000
-0.187500 -0.324760 0.750000
-0.097057 -0.362222 0.750000
0.000000 -0.375000 0.750000
0.097057 -0.362222 0.750000
0.187500 -0.324760 0.750000
0.265165 -0.265165 0.750000
0.324760 -0.187500 0.750000
0.362222 -0.097057 0.750000
0.375000 0.000000 0.750000
0.416667 0.000000 0.833333
0.402469 0.107841 0.833333
0.360844 0.208333 0.833333
0.294628 0.294628 0.833333
0.208333 0.360844 0.833333
0.107841 0.402469 0.833333
0.000000 0.416667 0.833333
-0.107841 0.402469 0.833333
-0.208333 0.360844 0.833333
-0.294628 0.294628 0.833333
-0.360844 0.208333 0.833333
-0.402469 0.107841 0.833333
-0.416667 0.000000 0.833333
-0.402469 -0.107841 0.833333
-0.360844 -0.208333 0.833333
-0.294628 -0.294628 0.833333
-0.208333 -0.360844 0.833333
-0.107841 -0.402469 0.833333
0.000000 -0.416667 0.833333
0.107841 -0.402469 0.833333
0.208333 -0.360844 0.833333
0.294628 -0.294628 0.833333
0.360844 -0.208333 0.833333
0.402469 -0.107841 0.833333
0.416667 0.000000 0.833333
0.458333 0.000000 0.916667
0.442716 0.118625 0.916667
0.396928 0.229167 0.916667
0.324091 0.324091 0.916667
0.229167 0.396928 0.916667
0.118625 0.442716 0.916667
0.000000 0.458333 0.916667
-0.118625 0.442716 0.916667
-0.229167 0.396928 0.916667
-0.324091 0.324091 0.916667
-0.396928 0.229167 0.916667
-0.442716 0.118625 0.916667
-0.458333 0.000000 0.916667
-0.442716 -0.118625 0.916667
-0.396928 -0.229167 0.916667
-0.324091 -0.324091 0.916667
-0.229167 -0.396928 0.916667
-0.118625 -0.442716 0.916667
0.000000 -0.458333 0.916667
0.118625 -0.442716 0.916667
0.229167 -0.396928 0.916667
0.324091 -0.324091 0.916667
0.396928 -0.229167 0.916667
0.442716 -0.118625 0.916667
0.458333 0.000000 0.916667
0.500000 0.000000 1.000000
0.482963 0.129410 1.000000
0.433013 0.250000 1.000000
0.353553 0.353553 1.000000
0.250000 0.433013 1.000000
0.129410 0.482963 1.000000
0.000000 0.500000 1.000000
-0.129410 0.482963 1.000000
-0.250000 0.433013 1.000000
-0.353553 0.353553 1.000000
-0.433013 0.250000 1.000000
-0.482963 0.129410 1.000000
-0.500000 0.000000 1.000000
-0.482963 -0.129410 1.000000
-0.433013 -0.250000 1.000000
-0.353553 -0.353553 1.000000
-0.250000 -0.433013 1.000000
-0.129410 -0.482963 1.000000
0.000000 -0.500000 1.000000
0.129410 -0.482963 1.000000
0.250000 -0.433013 1.000000
0.353553 -0.353553 1.000000
0.433013 -0.250000 1.000000
0.482963 -0.129410 1.000000
0.500000 0.000000 1.000000
0.458333 0.000000 1.083333
0.442716 0.118625 1.083333
0.396928 0.229167 1.083333
0.324091 0.324091 1.083333
0.229167 0.396928 1.083333
0.118625 0.442716 1.083333
0.000000 0.458333 1.083333
-0.118625 0.442716 1.083333
-0.229167 0.396928 1.083333
-0.324091 0.324091 1.083333
-0.396928 0.229167 1.083333
-0.442716 0.118625 1.083333
-0.458333 0.000000 1.083333
-0.442716 -0.118625 1.083333
-0.396928 -0.229167 1.083333
-0.324091 -0.324091 1.083333
-0.229167 -0.396928 1.083333
-0.118625 -0.442716 1.083333
0.000000 -0.458333 1.083333
0.118625 -0.442716 1.083333
0.229167 -0.396928 1.083333
0.324091 -0.324091 1.083333
0.396928 -0.229167 1.083333
0.442716 -0.118625 1.083333
0.458333 0.000000 1.083333
0.416667 0.000000 1.166667
0.402469 0.107841 1.166667
0.360844 0.208333 1.166667
0.294628 0.294628 1.166667
0.208333 0.360844 1.166667
0.107841 0.402469 1.166667
0.000000 0.416667 1.166667
-0.107841 0.402469 1.166667
-0.208333 0.360844 1.166667
-0.294628 0.294628 1.166667
-0.360844 0.208333 1.166667
-0.402469 0.107841 1.166667
-0.416667 0.000000 1.166667
-0.402469 -0.107841 1.166667
-0.360844 -0.208333 1.166667
-0.294628 -0.294628 1.166667
-0.208333 -0.360844 1.166667
-0.107841 -0.402469 1.166667
0.000000 -0.416667 1.166667
0.107841 -0.402469 1.166667
0.208333 -0.360844 1.166667
0.294628 -0.294628 1.166667
0.360844 -0.208333 1.166667
0.402469 -0.107841 1.166667
0.416667 0.000000 1.166667
0.375000 0.000000 1.250000
0.362222 0.097057 1.250000
0.324760 0.187500 1.250000
0.265165 0.265165 1.250000
0.187500 0.324760 1.250000
0.097057 0.362222 1.250000
0.000000 0.375000 1.250000
-0.097057 0.362222 1.250000
-0.187500 0.324760 1.250000
-0.265165 0.265165 1.250000
-0.324760 0.187500 1.250000
-0.362222 0.097057 1.250000
-0.375000 0.000000 1.250000
-0.362222 -0.097057 1.250000
-0.324760 -0.187500 1.250000
-0.265165 -0.265165 1.250000
-0.187500 -0.324760 1.250000
-0.097057 -0.362222 1.250000
0.000000 -0.375000 1.250000
0.097057 -0.362222 1.250000
0.187500 -0.324760 1.250000
0.265165 -0.265165 1.250000
0.324760 -0.187500 1.250000
0.362222 -0.097057 1.250000
0.375000 0.000000 1.250000
0.333333 0.000000 1.333333
0.321975 0.086273 1.333333
0.288675 0.166667 1.333333
0.235702 0.235702 1.333333
0.166667 0.288675 1.333333
0.086273 0.321975 1.333333
0.000000 0.333333 1.333333
-0.086273 0.321975 1.333333
-0.166667 0.288675 1.333333
-0.235702 0.235702 1.333333
-0.288675 0.166667 1.333333
-0.321975 0.086273 1.333333
-0.333333 0.000000 1.333333
-0.321975 -0.086273 1.333333
-0.288675 -0.166667 1.333333
-0.235702 -0.235702 1.333333
-0.166667 -0.288675 1.333333
-0.086273 -0.321975 1.333333
0.000000 -0.333333 1.333333
0.086273 -0.321975 1.333333
0.166667 -0.288675 1.333333
0.235702 -0.235702 1.333333
0.288675 -0.166667 1.333333
0.321975 -0.086273 1.333333
0.333333 0.000000 1.333333
0.291667 0.000000 1.416667
0.281728 0.075489 1.416667
0.252591 0.145833 1.416667
0.206239 0.206239 1.416667
0.145833 0.252591 1.416667
0.075489 0.281728 1.416667
0.000000 0.291667 1.416667
-0.075489 0.281728 1.416667
-0.145833 0.252591 1.416667
-0.206239 0.206239 1.416667
-0.252591 0.145833 1.416667
-0.281728 0.075489 1.416667
-0.291667 0.000000 1.416667
-0.281728 -0.075489 1.416667
-0.252591 -0.145833 1.416667
-0.206239 -0.206239 1.416667
-0.145833 -0.252591 1.416667
-0.075489 -0.281728 1.416667
0.000000 -0.291667 1.416667
0.075489 -0.281728 1.416667
0.145833 -0.252591 1.416667
0.206239 -0.206239 1.416667
0.252591 -0.145833 1.416667
0.281728 -0.075489 1.416667
0.291667 0.000000 1.416667
0.250000 0.000000 1.500000
0.241481 0.064705 1.500000
0.216506 0.125000 1.500000
0.176777 0.176777 1.500000
0.125000 0.216506 1.500000
0.064705 0.241481 1.500000
0.000000 0.250000 1.500000
-0.064705 0.241481 1.500000
-0.125000 0.216506 1.500000
-0.176777 0.176777 1.500000
-0.216506 0.125000 1.500000
-0.241481 0.064705 1.500000
-0.250000 0.000000 1.500000
-0.241481 -0.064705 1.500000
-0.216506 -0.125000 1.500000
-0.176777 -0.176777 1.500000
-0.125000 -0.216506 1.500000
-0.064705 -0.241481 1.500000
0.000000 -0.250000 1.500000
0.064705 -0.241481 1.500000
0.125000 -0.216506 1.500000
0.176777 -0.176777 1.500000
0.216506 -0.125000 1.500000
0.241481 -0.064705 1.500000
0.250000 0.000000 1.500000
0.208333 0.000000 1.583333
0.201235 0.053921 1.583333
0.180422 0.104167 1.583333
0.147314 0.147314 1.583333
0.104167 0.180422 1.583333
0.053921 0.201235 1.583333
0.000000 0.208333 1.583333
-0.053921 0.201235 1.583333
-0.104167 0.180422 1.583333
-0.147314 0.147314 1.583333
-0.180422 0.104167 1.583333
-0.201235 0.053921 1.583333
-0.208333 0.000000 1.583333
-0.201235 -0.053921 1.583333
-0.180422 -0.104167 1.583333
-0.147314 -0.147314 1.583333
-0.104167 -0.180422 1.583333
-0.053921 -0.201235 1.583333
0.000000 -0.208333 1.583333
0.053921 -0.201235 1.583333
0.104167 -0.180422 1.583333
0.147314 -0.147314 1.583333
0.180422 -0.104167 1.583333
0.201235 -0.053921 1.583333
0.208333 0.000000 1.583333
0.166667 0.000000 1.666667
0.160988 0.043137 1.666667
0.144338 0.083333 1.666667
0.117851 0.117851 1.666667
0.083333 0.144338 1.666667
0.043137 0.160988 1.666667
0.000000 0.166667 1.666667
-0.043137 0.160988 1.666667
-0.083333 0.144338 1.666667
-0.117851 0.117851 1.666667
-0.144338 0.083333 1.666667
-0.160988 0.043137 1.666667
-0.166667 0.000000 1.666667
-0.160988 -0.043137 1.666667
-0.144338 -0.083333 1.666667
-0.117851 -0.117851 1.666667
-0.083333 -0.144338 1.666667
-0.043137 -0.160988 1.666667
0.000000 -0.166667 1.666667
0.043137 -0.160988 1.666667
0.083333 -0.144338 1.666667
0.117851 -0.117851 1.666667
0.144338 -0.083333 1.666667
0.160988 -0.043137 1.666667
0.166667 0.000000 1.666667
0.125000 0.000000 1.750000
0.120741 0.032352 1.750000
0.108253 0.062500 1.750000
0.088388 0.088388 1.750000
0.062500 0.108253 1.750000
0.032352 0.120741 1.750000
0.000000 0.125000 1.750000
-0.032352 0.120741 1.750000
-0.062500 0.108253 1.750000
-0.088388 0.088388 1.750000
-0.108253 0.062500 1.750000
-0.120741 0.032352 1.750000
-0.125000 0.000000 1.750000
-0.120741 -0.032352 1.750000
-0.108253 -0.062500 1.750000
-0.088388 -0.088388 1.750000
-0.062500 -0.108253 1.750000
-0.032352 -0.120741 1.750000
0.000000 -0.125000 1.750000
0.032352 -0.120741 1.750000
0.062500 -0.108253 1.750000
0.088388 -0.088388 1.750000
0.108253 -0.062500 1.750000
0.120741 -0.032352 1.750000
0.125000 0.000000 1.750000
0.083333 0.000000 1.833333
0.080494 0.021568 1.833333
0.072169 0.041667 1.833333
0.058926 0.058926 1.833333
0.041667 0.072169 1.833333
0.021568 0.080494 1.833333
0.000000 0.083333 1.833333
-0.021568 0.080494 1.833333
-0.041667 0.072169 1.833333
-0.058926 0.058926 1.833333
-0.072169 0.041667 1.833333
-0.080494 0.021568 1.833333
-0.083333 0.000000 1.833333
-0.080494 -0.021568 1.833333
-0.072169 -0.041667 1.833333
-0.058926 -0.058926 1.833333
-0.041667 -0.072169 1.833333
-0.021568 -0.080494 1.833333
0.000000 -0.083333 1.833333
0.021568 -0.080494 1.833333
0.041667 -0.072169 1.833333
0.058926 -0.058926 1.833333
0.072169 -0.041667 1.833333
0.080494 -0.021568 1.833333
0.083333 0.000000 1.833333
0.041667 0.000000 1.916667
0.040247 0.010784 1.916667
0.036084 0.020833 1.916667
0.029463 0.029463 1.916667
0.020833 0.036084 1.916667
0.010784 0.040247 1.916667
0.000000 0.041667 1.916667
-0.010784 0.040247 1.916667
-0.020833 0.036084 1.916667
-0.029463 0.029463 1.916667
-0.036084 0.020833 1.916667
-0.040247 0.010784 1.916667
-0.041667 0.000000 1.916667
-0.040247 -0.010784 1.916667
-0.036084 -0.020833 1.916667
-0.029463 -0.029463 1.916667
-0.020833 -0.036084 1.916667
-0.010784 -0.040247 1.916667
0.000000 -0.041667 1.916667
0.010784 -0.040247 1.916667
0.020833 -0.036084 1.916667
0.029463 -0.029463 1.916667
0.036084 -0.020833 1.916667
0.040247 -0.010784 1.916667
0.041667 0.000000 1.916667
0.000000 0.000000 2.000000
0.000000 0.000000 2.000000
0.000000 0.000000 2.000000
0.000000 0.000000 2.000000
0.000000 0.000000 2.000000
0.000000 0.000000 2.000000
0.000000 0.000000 2.000000
0.000000 0.000000 2.000000
0.000000 0.000000 2.000000
0.000000 0.000000 2.000000
0.000000 0.000000 2.000000
0.000000 0.000000 2.000000
0.000000 0.000000 2.000000
0.000000 0.000000 2.000000
0.000000 0.000000 2.000000
0.000000 0.000000 2.000000
0.000000 0.000000 2.000000
0.000000 0.000000 2.000000
0.000000 0.000000 2.000000
0.000000 0.000000 2.000000
0.000000 0.000000 2.000000
0.000000 0.000000 2.000000
0.000000 0.000000 2.000000
0.000000 0.000000 2.000000
0.000000 0.000000 2.000000
