3 3
points[25][25] = 
0.500000 -0.866025 0.250000
0.707107 -0.707107 0.250000
0.866025 -0.500000 0.250000
0.965926 -0.258819 0.250000
1.000000 0.000000 0.250000
1.000000 0.000000 0.291667
0.965926 0.258819 0.291667
0.866025 0.500000 0.291667
0.707107 0.707107 0.291667
0.500000 0.866025 0.291667
0.258819 0.965926 0.291667
0.000000 1.000000 0.291667
-0.258819 0.965926 0.291667
-0.500000 0.866025 0.291667
-0.707107 0.707107 0.291667
-0.866025 0.500000 0.291667
-0.965926 0.258819 0.291667
-1.000000 0.000000 0.291667
-0.965926 -0.258819 0.291667
-0.866025 -0.500000 0.291667
-0.707107 -0.707107 0.291667
-0.500000 -0.866025 0.291667
-0.258819 -0.965926 0.291667
0.000000 -1.000000 0.291667
0.258819 -0.965926 0.291667
0.500000 -0.866025 0.291667
0.707107 -0.707107 0.291667
0.866025 -0.500000 0.291667
0.965926 -0.258819 0.291667
1.000000 0.000000 0.291667
1.000000 0.000000 0.333333
0.965926 0.258819 0.333333
0.866025 0.500000 0.333333
0.707107 0.707107 0.333333
0.500000 0.866025 0.333333
0.258819 0.965926 0.333333
0.000000 1.000000 0.333333
-0.258819 0.965926 0.333333
-0.500000 0.866025 0.333333
-0.707107 0.707107 0.333333
-0.866025 0.500000 0.333333
-0.965926 0.258819 0.333333
-1.000000 0.000000 0.333333
-0.965926 -0.258819 0.333333
-0.866025 -0.500000 0.333333
-0.707107 -0.707107 0.333333
-0.500000 -0.866025 0.333333
-0.258819 -0.965926 0.333333
0.000000 -1.000000 0.333333
0.258819 -0.965926 0.333333
0.500000 -0.866025 0.333333
0.707107 -0.707107 0.333333
0.866025 -0.500000 0.333333
0.965926 -0.258819 0.333333
1.000000 0.000000 0.333333
1.000000 0.000000 0.375000
0.965926 0.258819 0.375000
0.866025 0.500000 0.375000
0.707107 0.707107 0.375000
0.500000 0.866025 0.375000
0.258819 0.965926 0.375000
0.000000 1.000000 0.375000
-0.258819 0.965926 0.375000
-0.500000 0.866025 0.375000
-0.707107 0.707107 0.375000
-0.866025 0.500000 0.375000
-0.965926 0.258819 0.375000
-1.000000 0.000000 0.375000
-0.965926 -0.258819 0.375000
-0.866025 -0.500000 0.375000
-0.707107 -0.707107 0.375000
-0.500000 -0.866025 0.375000
-0.258819 -0.965926 0.375000
0.000000 -1.000000 0.375000
0.258819 -0.965926 0.375000
0.500000 -0.866025 0.375000
0.707107 -0.707107 0.375000
0.866025 -0.500000 0.375000
0.965926 -0.258819 0.375000
1.000000 0.000000 0.375000
1.000000 0.000000 0.416667
0.965926 0.258819 0.416667
0.866025 0.500000 0.416667
0.707107 0.707107 0.416667
0.500000 0.866025 0.416667
0.258819 0.965926 0.416667
0.000000 1.000000 0.416667
-0.258819 0.965926 0.416667
-0.500000 0.866025 0.416667
-0.707107 0.707107 0.416667
-0.866025 0.500000 0.416667
-0.965926 0.258819 0.416667
-1.000000 0.000000 0.416667
-0.965926 -0.258819 0.416667
-0.866025 -0.500000 0.416667
-0.707107 -0.707107 0.416667
-0.500000 -0.866025 0.416667
-0.258819 -0.965926 0.416667
0.000000 -1.000000 0.416667
0.258819 -0.965926 0.416667
0.500000 -0.866025 0.416667
0.707107 -0.707107 0.416667
0.866025 -0.500000 0.416667
0.965926 -0.258819 0.416667
1.000000 0.000000 0.416667
1.000000 0.000000 0.458333
0.965926 0.258819 0.458333
0.866025 0.500000 0.458333
0.707107 0.707107 0.458333
0.500000 0.866025 0.458333
0.258819 0.965926 0.458333
0.000000 1.000000 0.458333
-0.258819 0.965926 0.458333
-0.500000 0.866025 0.458333
-0.707107 0.707107 0.458333
-0.866025 0.500000 0.458333
-0.965926 0.258819 0.458333
-1.000000 0.000000 0.458333
-0.965926 -0.258819 0.458333
-0.866025 -0.500000 0.458333
-0.707107 -0.707107 0.458333
-0.500000 -0.866025 0.458333
-0.258819 -0.965926 0.458333
0.000000 -1.000000 0.458333
0.258819 -0.965926 0.458333
0.500000 -0.866025 0.458333
0.707107 -0.707107 0.458333
0.866025 -0.500000 0.458333
0.965926 -0.258819 0.458333
1.000000 0.000000 0.458333
1.000000 0.000000 0.500000
0.965926 0.258819 0.500000
0.866025 0.500000 0.500000
0.707107 0.707107 0.500000
0.500000 0.866025 0.500000
0.258819 0.965926 0.500000
0.000000 1.000000 0.500000
-0.258819 0.965926 0.500000
-0.500000 0.866025 0.500000
-0.707107 0.707107 0.500000
-0.866025 0.500000 0.500000
-0.965926 0.258819 0.500000
-1.000000 0.000000 0.500000
-0.965926 -0.258819 0.500000
-0.866025 -0.500000 0.500000
-0.707107 -0.707107 0.500000
-0.500000 -0.866025 0.500000
-0.258819 -0.965926 0.500000
0.000000 -1.000000 0.500000
0.258819 -0.965926 0.500000
0.500000 -0.866025 0.500000
0.707107 -0.707107 0.500000
0.866025 -0.500000 0.500000
0.965926 -0.258819 0.500000
1.000000 0.000000 0.500000
1.000000 0.000000 0.541667
0.965926 0.258819 0.541667
0.866025 0.500000 0.541667
0.707107 0.707107 0.541667
0.500000 0.866025 0.541667
0.258819 0.965926 0.541667
0.000000 1.000000 0.541667
-0.258819 0.965926 0.541667
-0.500000 0.866025 0.541667
-0.707107 0.707107 0.541667
-0.866025 0.500000 0.541667
-0.965926 0.258819 0.541667
-1.000000 0.000000 0.541667
-0.965926 -0.258819 0.541667
-0.866025 -0.500000 0.541667
-0.707107 -0.707107 0.541667
-0.500000 -0.866025 0.541667
-0.258819 -0.965926 0.541667
0.000000 -1.000000 0.541667
0.258819 -0.965926 0.541667
0.500000 -0.866025 0.541667
0.707107 -0.707107 0.541667
0.866025 -0.500000 0.541667
0.965926 -0.258819 0.541667
1.000000 0.000000 0.541667
1.000000 0.000000 0.583333
0.965926 0.258819 0.583333
0.866025 0.500000 0.583333
0.707107 0.707107 0.583333
0.500000 0.866025 0.583333
0.258819 0.965926 0.583333
0.000000 1.000000 0.583333
-0.258819 0.965926 0.583333
-0.500000 0.866025 0.583333
-0.707107 0.707107 0.583333
-0.866025 0.500000 0.583333
-0.965926 0.258819 0.583333
-1.000000 0.000000 0.583333
-0.965926 -0.258819 0.583333
-0.866025 -0.500000 0.583333
-0.707107 -0.707107 0.583333
-0.500000 -0.866025 0.583333
-0.258819 -0.965926 0.583333
0.000000 -1.000000 0.583333
0.258819 -0.965926 0.583333
0.500000 -0.866025 0.583333
0.707107 -0.707107 0.583333
0.866025 -0.500000 0.583333
0.965926 -0.258819 0.583333
1.000000 0.000000 0.583333
1.000000 0.000000 0.625000
0.965926 0.258819 0.625000
0.866025 0.500000 0.625000
0.707107 0.707107 0.625000
0.500000 0.866025 0.625000
0.258819 0.965926 0.625000
0.000000 1.000000 0.625000
-0.258819 0.965926 0.625000
-0.500000 0.866025 0.625000
-0.707107 0.707107 0.625000
-0.866025 0.500000 0.625000
-0.965926 0.258819 0.625000
-1.000000 0.000000 0.625000
-0.965926 -0.258819 0.625000
-0.866025 -0.500000 0.625000
-0.707107 -0.707107 0.625000
-0.500000 -0.866025 0.625000
-0.258819 -0.965926 0.625000
0.000000 -1.000000 0.625000
0.258819 -0.965926 0.625000
0.500000 -0.866025 0.625000
0.707107 -0.707107 0.625000
0.866025 -0.500000 0.625000
0.965926 -0.258819 0.625000
1.000000 0.000000 0.625000
1.000000 0.000000 0.666667
0.965926 0.258819 0.666667
0.866025 0.500000 0.666667
0.707107 0.707107 0.666667
0.500000 0.866025 0.666667
0.258819 0.965926 0.666667
0.000000 1.000000 0.666667
-0.258819 0.965926 0.666667
-0.500000 0.866025 0.666667
-0.707107 0.707107 0.666667
-0.866025 0.500000 0.666667
-0.965926 0.258819 0.666667
-1.000000 0.000000 0.666667
-0.965926 -0.258819 0.666667
-0.866025 -0.500000 0.666667
-0.707107 -0.707107 0.666667
-0.500000 -0.866025 0.666667
-0.258819 -0.965926 0.666667
0.000000 -1.000000 0.666667
0.258819 -0.965926 0.666667
0.500000 -0.866025 0.666667
0.707107 -0.707107 0.666667
0.866025 -0.500000 0.666667
0.965926 -0.258819 0.666667
1.000000 0.000000 0.666667
1.000000 0.000000 0.708333
0.965926 0.258819 0.708333
0.866025 0.500000 0.708333
0.707107 0.707107 0.708333
0.500000 0.866025 0.708333
0.258819 0.965926 0.708333
0.000000 1.000000 0.708333
-0.258819 0.965926 0.708333
-0.500000 0.866025 0.708333
-0.707107 0.707107 0.708333
-0.866025 0.500000 0.708333
-0.965926 0.258819 0.708333
-1.000000 0.000000 0.708333
-0.965926 -0.258819 0.708333
-0.866025 -0.500000 0.708333
-0.707107 -0.707107 0.708333
-0.500000 -0.866025 0.708333
-0.258819 -0.965926 0.708333
0.000000 -1.000000 0.708333
0.258819 -0.965926 0.708333
0.500000 -0.866025 0.708333
0.707107 -0.707107 0.708333
0.866025 -0.500000 0.708333
0.965926 -0.258819 0.708333
1.000000 0.000000 0.708333
1.000000 0.000000 0.750000
0.965926 0.258819 0.750000
0.866025 0.500000 0.750000
0.707107 0.707107 0.750000
0.500000 0.866025 0.750000
0.258819 0.965926 0.750000
0.000000 1.000000 0.750000
-0.258819 0.965926 0.750000
-0.500000 0.866025 0.750000
-0.707107 0.707107 0.750000
-0.866025 0.500000 0.750000
-0.965926 0.258819 0.750000
-1.000000 0.000000 0.750000
-0.965926 -0.258819 0.750000
-0.866025 -0.500000 0.750000
-0.707107 -0.707107 0.750000
-0.500000 -0.866025 0.750000
-0.258819 -0.965926 0.750000
0.000000 -1.000000 0.750000
0.258819 -0.965926 0.750000
0.500000 -0.866025 0.750000
0.707107 -0.707107 0.750000
0.866025 -0.500000 0.750000
0.965926 -0.258819 0.750000
1.000000 0.000000 0.750000
1.000000 0.000000 0.791667
0.965926 0.258819 0.791667
0.866025 0.500000 0.791667
0.707107 0.707107 0.791667
0.500000 0.866025 0.791667
0.258819 0.965926 0.791667
0.000000 1.000000 0.791667
-0.258819 0.965926 0.791667
-0.500000 0.866025 0.791667
-0.707107 0.707107 0.791667
-0.866025 0.500000 0.791667
-0.965926 0.258819 0.791667
-1.000000 0.000000 0.791667
-0.965926 -0.258819 0.791667
-0.866025 -0.500000 0.791667
-0.707107 -0.707107 0.791667
-0.500000 -0.866025 0.791667
-0.258819 -0.965926 0.791667
0.000000 -1.000000 0.791667
0.258819 -0.965926 0.791667
0.500000 -0.866025 0.791667
0.707107 -0.707107 0.791667
0.866025 -0.500000 0.791667
0.965926 -0.258819 0.791667
1.000000 0.000000 0.791667
1.000000 0.000000 0.833333
0.965926 0.258819 0.833333
0.866025 0.500000 0.833333
0.707107 0.707107 0.833333
0.500000 0.866025 0.833333
0.258819 0.965926 0.833333
0.000000 1.000000 0.833333
-0.258819 0.965926 0.833333
-0.500000 0.866025 0.833333
-0.707107 0.707107 0.833333
-0.866025 0.500000 0.833333
-0.965926 0.258819 0.833333
-1.000000 0.000000 0.833333
-0.965926 -0.258819 0.833333
-0.866025 -0.500000 0.833333
-0.707107 -0.707107 0.833333
-0.500000 -0.866025 0.833333
-0.258819 -0.965926 0.833333
0.000000 -1.000000 0.833333
0.258819 -0.965926 0.833333
0.500000 -0.866025 0.833333
0.707107 -0.707107 0.833333
0.866025 -0.500000 0.833333
0.965926 -0.258819 0.833333
1.000000 0.000000 0.833333
1.000000 0.000000 0.875000
0.965926 0.258819 0.875000
0.866025 0.500000 0.875000
0.707107 0.707107 0.875000
0.500000 0.866025 0.875000
0.258819 0.965926 0.875000
0.000000 1.000000 0.875000
-0.258819 0.965926 0.875000
-0.500000 0.866025 0.875000
-0.707107 0.707107 0.875000
-0.866025 0.500000 0.875000
-0.965926 0.258819 0.875000
-1.000000 0.000000 0.875000
-0.965926 -0.258819 0.875000
-0.866025 -0.500000 0.875000
-0.707107 -0.707107 0.875000
-0.500000 -0.866025 0.875000
-0.258819 -0.965926 0.875000
0.000000 -1.000000 0.875000
0.258819 -0.965926 0.875000
0.500000 -0.866025 0.875000
0.707107 -0.707107 0.875000
0.866025 -0.500000 0.875000
0.965926 -0.258819 0.875000
1.000000 0.000000 0.875000
1.000000 0.000000 0.916667
0.965926 0.258819 0.916667
0.866025 0.500000 0.916667
0.707107 0.707107 0.916667
0.500000 0.866025 0.916667
0.258819 0.965926 0.916667
0.000000 1.000000 0.916667
-0.258819 0.965926 0.916667
-0.500000 0.866025 0.916667
-0.707107 0.707107 0.916667
-0.866025 0.500000 0.916667
-0.965926 0.258819 0.916667
-1.000000 0.000000 0.916667
-0.965926 -0.258819 0.916667
-0.866025 -0.500000 0.916667
-0.707107 -0.707107 0.916667
-0.500000 -0.866025 0.916667
-0.258819 -0.965926 0.916667
0.000000 -1.000000 0.916667
0.258819 -0.965926 0.916667
0.500000 -0.866025 0.916667
0.707107 -0.707107 0.916667
0.866025 -0.500000 0.916667
0.965926 -0.258819 0.916667
1.000000 0.000000 0.916667
1.000000 0.000000 0.958333
0.965926 0.258819 0.958333
0.866025 0.500000 0.958333
0.707107 0.707107 0.958333
0.500000 0.866025 0.958333
0.258819 0.965926 0.958333
0.000000 1.000000 0.958333
-0.258819 0.965926 0.958333
-0.500000 0.866025 0.958333
-0.707107 0.707107 0.958333
-0.866025 0.500000 0.958333
-0.965926 0.258819 0.958333
-1.000000 0.000000 0.958333
-0.965926 -0.258819 0.958333
-0.866025 -0.500000 0.958333
-0.707107 -0.707107 0.958333
-0.500000 -0.866025 0.958333
-0.258819 -0.965926 0.958333
0.000000 -1.000000 0.958333
0.258819 -0.965926 0.958333
0.500000 -0.866025 0.958333
0.707107 -0.707107 0.958333
0.866025 -0.500000 0.958333
0.965926 -0.258819 0.958333
1.000000 0.000000 0.958333
1.000000 0.000000 1.000000
0.965926 0.258819 1.000000
0.866025 0.500000 1.000000
0.707107 0.707107 1.000000
0.500000 0.866025 1.000000
0.258819 0.965926 1.000000
0.000000 1.000000 1.000000
-0.258819 0.965926 1.000000
-0.500000 0.866025 1.000000
-0.707107 0.707107 1.000000
-0.866025 0.500000 1.000000
-0.965926 0.258819 1.000000
-1.000000 0.000000 1.000000
-0.965926 -0.258819 1.000000
-0.866025 -0.500000 1.000000
-0.707107 -0.707107 1.000000
-0.500000 -0.866025 1.000000
-0.258819 -0.965926 1.000000
0.000000 -1.000000 1.000000
0.258819 -0.965926 1.000000
0.500000 -0.866025 1.000000
0.707107 -0.707107 1.000000
0.866025 -0.500000 1.000000
0.965926 -0.258819 1.000000
1.000000 0.000000 1.000000
